Price,Close,High,Low,Open,Volume,SMA_20,SMA_50,SMA_200,EMA_20,EMA_50,BB_Middle,BB_Std,BB_Upper,BB_Lower,BB_Width,RSI_14,MACD_Line,MACD_Signal,MACD_Hist,Daily_Return,Cumulative_Return,Volatility_30,Daily_Range,Year,Month,Month_Name,Quarter,Day_of_Week,Week_Number,Trend,RSI_Signal,MACD_Signal_Flag
2021-04-26,14485.0,14557.5,14421.2998046875,14449.4501953125,452700,14576.849951171875,14812.77697265625,12976.684990234375,14568.559354756258,14589.99451640566,14576.849951171875,200.45971235847438,14977.769375888824,14175.930526454926,801.8388494338978,40.32148818187571,-101.72665458704614,-80.96936712956364,-20.757287457482505,1.0016518287169873,1.1890006156371848,1.2521413083197486,136.2001953125,2021,4,April,2,Monday,17,Uptrend,Neutral,Bearish
2021-04-27,14653.0498046875,14667.5498046875,14484.849609375,14493.7998046875,451800,14582.032421875,14803.65197265625,12995.951987304688,14576.606064273521,14592.46727280887,14582.032421875,201.05165722007268,14984.135736315144,14179.929107434855,804.2066288802889,50.39843239712606,-82.0285783960826,-81.18120938286742,-0.8473690132151717,1.1601643402658013,1.2027949767853483,1.2587608959359626,182.7001953125,2021,4,April,2,Tuesday,17,Uptrend,Neutral,Bearish
2021-04-28,14864.5498046875,14890.25,14694.9501953125,14710.5,457000,14609.014892578125,14798.81296875,13016.745986328126,14604.029277646281,14603.137176019796,14609.014892578125,200.93881290993016,15010.892518397985,14207.137266758265,803.7552516397191,54.353100951931914,-48.78901923340527,-74.70277135297499,25.913752119569722,1.4433855260107098,1.2201559453878519,1.2854690372707562,195.2998046875,2021,4,April,2,Wednesday,17,Uptrend,Neutral,Bullish
2021-04-29,14894.900390625,15044.349609375,14814.4501953125,14979.0,517500,14628.394921875,14793.24498046875,13037.153237304687,14631.73128840616,14614.578870710196,14628.394921875,209.13664285610815,15046.668207587216,14210.121636162785,836.546571424431,51.92089962334331,-19.76949999431963,-63.71611708124392,43.94661708692429,0.20418099664161193,1.2226472719577266,1.2752204774264941,229.8994140625,2021,4,April,2,Thursday,17,Uptrend,Neutral,Bullish
2021-04-30,14631.099609375,14855.4501953125,14601.7001953125,14747.349609375,613900,14617.694921875,14782.6009765625,13056.468486328125,14631.67112849843,14615.226742814699,14617.694921875,202.8456979120808,15023.386317699162,14212.003526050838,811.3827916483242,44.44215344554059,-17.85205294096704,-54.54330425318855,36.69125131222151,-1.7710812045177438,1.2009931959265343,1.309796704741475,253.75,2021,4,April,2,Friday,17,Uptrend,Neutral,Bullish
2021-05-03,14634.150390625,14673.849609375,14416.25,14481.0498046875,448900,14614.867431640625,14768.98998046875,13075.625737304688,14631.907248700962,14615.968846650398,14614.867431640625,202.16750279603767,15019.2024372327,14210.53242604855,808.6700111841492,45.32714700310408,-15.902970244569588,-46.81523745146476,30.912267206895173,0.02085134632017205,1.2012436191770985,1.3098087822850293,257.599609375,2021,5,May,2,Monday,18,Uptrend,Neutral,Bullish
2021-05-04,14496.5,14723.400390625,14461.5,14687.25,503400,14596.324951171875,14752.6509765625,13095.071489257813,14619.011320253252,14611.28379384058,14596.324951171875,194.65886648319974,14985.642684138274,14207.007218205476,778.635465932799,55.27227095508462,-25.175338663406365,-42.48725769385308,17.311919030446717,-0.940610742344028,1.1899445926533965,1.3006585067192846,261.900390625,2021,5,May,2,Tuesday,18,Uptrend,Neutral,Bullish
2021-05-05,14617.849609375,14637.900390625,14506.599609375,14604.150390625,455900,14595.32744140625,14740.8299609375,13115.069736328125,14618.90068112199,14611.541276802713,14595.32744140625,194.48618657915392,14984.299814564558,14206.355068247944,777.9447463166143,53.34773492965486,-22.4728056093536,-38.484367276953186,16.011561667599587,0.8370959153933599,1.1999055702339423,1.2941369366074624,131.30078125,2021,5,May,2,Wednesday,18,Uptrend,Neutral,Bullish
2021-05-06,14724.7998046875,14743.900390625,14611.5,14668.349609375,467800,14597.392431640625,14732.946953125,13134.993984375,14628.986311937751,14615.982787700155,14597.392431640625,195.68719234415536,14988.766816328935,14206.018046952315,782.7487693766197,54.17016571572078,-11.567696546528168,-33.10103313086818,21.533336584340013,0.73164109749706,1.2086845725169302,1.2795890815496034,132.400390625,2021,5,May,2,Thursday,18,Uptrend,Neutral,Bullish
2021-05-07,14823.150390625,14863.0498046875,14765.5,14816.849609375,488000,14597.5974609375,14729.7749609375,13154.601235351562,14647.478128955585,14624.1070074227,14597.5974609375,195.93364773521625,14989.464756407933,14205.730165467068,783.734590940865,55.7645987803273,4.953648709066329,-25.490096762881283,30.44374547194761,0.6679247748155426,1.216757676226144,1.285249216454116,97.5498046875,2021,5,May,2,Friday,18,Uptrend,Neutral,Bullish
2021-05-10,14942.349609375,14966.900390625,14892.5,14928.25,522000,14601.024951171876,14735.10794921875,13174.201982421875,14675.561127090767,14636.587109460044,14601.024951171876,201.53897982052644,15004.102910812928,14197.946991530824,806.1559192821042,67.75505250464187,27.350040377023106,-14.922069334900407,42.27210971192351,0.8041422748121585,1.2265421390827005,1.2898884216295052,74.400390625,2021,5,May,2,Monday,19,Uptrend,Neutral,Bullish
2021-05-11,14850.75,14900.0,14771.400390625,14789.7001953125,647400,14601.819970703125,14737.966953125,13192.644482421874,14692.245781653552,14644.985654187101,14601.819970703125,202.5387858193264,15006.897542341778,14196.742399064473,810.1551432773049,66.59676960986684,37.278298168133915,-4.481995834293542,41.76029400242746,-0.6130201191218876,1.2190231890006156,1.2496281127861444,128.599609375,2021,5,May,2,Tuesday,19,Uptrend,Neutral,Bullish
2021-05-12,14696.5,14824.0498046875,14649.7001953125,14823.5498046875,643800,14621.10498046875,14732.256953125,13210.463984375,14692.650945305593,14647.005824611138,14621.10498046875,191.4282295561259,15003.961439581002,14238.248521356498,765.7129182245044,58.46721140603588,32.32718050398216,2.879839433361599,29.447341070620563,-1.03866808073666,1.206361584239688,1.2303401730717054,174.349609375,2021,5,May,2,Wednesday,19,Uptrend,Neutral,Bullish
2021-05-14,14677.7998046875,14749.650390625,14591.900390625,14749.400390625,620700,14629.75498046875,14723.86595703125,13227.775732421875,14691.236550961012,14648.213431672957,14629.75498046875,189.79788883643013,15009.35075814161,14250.159202795889,759.191555345722,60.08270436846464,26.58794532333195,7.621460611355669,18.966484711976282,-0.12724250884564858,1.2048265794941513,1.2104106536720063,157.75,2021,5,May,2,Friday,19,Uptrend,Neutral,Bullish
2021-05-17,14923.150390625,14938.0,14725.349609375,14756.25,546400,14646.839990234375,14731.74595703125,13246.420732421875,14713.323583309962,14658.99527320049,14646.839990234375,200.30911595863734,15047.45822215165,14246.2217583171,801.2364638345498,62.37606447185205,41.36052352925253,14.369273194935044,26.99125033431749,1.6715760481972541,1.2249661720192897,1.1730629400051522,212.650390625,2021,5,May,2,Monday,20,Uptrend,Neutral,Bullish
2021-05-18,15108.099609375,15137.25,15043.7001953125,15067.2001953125,583900,14671.352490234374,14738.676953125,13266.302231445312,14750.921300078062,14676.607207952431,14671.352490234374,225.0443041443956,15121.441098523166,14221.263881945582,900.1772165775837,62.73185856811777,67.21691964751699,24.938802485451433,42.278117162065556,1.2393443335275034,1.2401477208598395,1.1755703838836808,93.5498046875,2021,5,May,2,Tuesday,20,Uptrend,Neutral,Bullish
2021-05-19,15030.150390625,15133.400390625,15008.849609375,15058.599609375,569100,14704.8875,14740.89796875,13284.950234375,14777.514546796818,14690.471646488611,14704.8875,226.0897343832693,15157.06696876654,14252.708031233462,904.3589375330776,55.00757448241037,80.49060377553178,36.049162743467505,44.441441032064276,-0.5159432408138875,1.2337492625179556,1.1617928822996577,124.55078125,2021,5,May,2,Wednesday,20,Uptrend,Neutral,Bullish
2021-05-20,14906.0498046875,15069.7998046875,14884.900390625,15042.599609375,480300,14735.369970703125,14734.10697265625,13303.466235351563,14789.755999929263,14698.925691908176,14735.369970703125,208.53318879797112,15152.436348299067,14318.303593107183,834.1327551918839,50.319055882985836,80.0731801682723,44.85396622842847,35.21921393984383,-0.8256776060930671,1.2235624711420066,1.1350552182898999,184.8994140625,2021,5,May,2,Thursday,20,Uptrend,Neutral,Bullish
2021-05-21,15175.2998046875,15190.0,14985.849609375,14987.7998046875,572900,14773.82744140625,14735.99796875,13323.831982421874,14826.474457525284,14717.607029664228,14773.82744140625,215.43211308777612,15204.691667581803,14342.963215230699,861.7284523511044,65.52462300078284,100.31225648545296,55.94562427983337,44.366632205619595,1.806313567497475,1.245663846065052,1.178153794341254,204.150390625,2021,5,May,2,Friday,20,Uptrend,Neutral,Bullish
2021-05-24,15197.7001953125,15256.25,15145.4501953125,15211.349609375,579800,14816.644970703124,14741.18998046875,13344.453232421874,14861.829289695495,14736.434212630827,14816.644970703124,209.98410110788777,15236.6131729189,14396.676768487348,839.9364044315516,65.90107126777065,116.81284878967745,68.11906918180219,48.69377960787526,0.1476108604989923,1.2475025811871534,1.1683143713307875,110.7998046875,2021,5,May,2,Monday,21,Uptrend,Neutral,Bullish
2021-05-25,15208.4501953125,15293.849609375,15163.400390625,15291.75,441500,14852.81748046875,14746.23498046875,13366.037485351562,14894.840804516163,14754.944643324226,14852.81748046875,212.14779726796039,15277.11307500467,14428.521885932829,848.5911890718417,71.63785821600312,129.26701257458808,80.34865786035937,48.91835471422871,0.07073438653115716,1.2483849944849166,1.1671297396023284,130.44921875,2021,5,May,2,Tuesday,21,Uptrend,Overbought,Bullish
2021-05-26,15301.4501953125,15319.900390625,15194.9501953125,15257.0498046875,384000,14885.2375,14750.2959765625,13387.068486328126,14933.565508401529,14776.376233598276,14885.2375,228.89552949581275,15343.028558991624,14427.446441008375,915.5821179832492,71.1405451669271,144.97022337387716,93.27297096306293,51.69725241081423,0.6115021504864648,1.2560188955725422,1.1691776684861777,124.9501953125,2021,5,May,2,Wednesday,21,Uptrend,Overbought,Bullish
2021-05-27,15337.849609375,15384.5498046875,15272.5,15323.9501953125,0,14908.902490234375,14753.55697265625,13408.249482421876,14972.068756113289,14798.394797354227,14908.902490234375,250.1262008414198,15409.154891917215,14408.650088551536,1000.5048033656785,69.823773383042,158.52488340253694,106.32335345095774,52.201529951579204,0.2378821196545866,1.2590067399445923,0.9453523151207072,112.0498046875,2021,5,May,2,Thursday,21,Uptrend,Neutral,Bullish
2021-05-28,15435.650390625,15469.650390625,15394.75,15421.2001953125,468100,14935.939990234376,14761.6509765625,13429.426982421875,15016.219387971549,14823.38521277661,14935.939990234376,276.38131308672877,15488.702616407832,14383.177364060919,1105.5252523469135,69.81303970947614,175.13985163408142,120.08665308758249,55.05319854649893,0.6376433707514062,1.2670347129591624,0.9248872579936156,74.900390625,2021,5,May,2,Friday,21,Uptrend,Neutral,Bullish
2021-05-31,15582.7998046875,15606.349609375,15374.0,15437.75,436000,14983.525,14774.71697265625,13451.270732421875,15070.179427658783,14853.166177165273,14983.525,301.88524073607596,15587.295481472152,14379.754518527847,1207.5409629443056,70.34920197565248,197.89979593860699,135.6492816577874,62.25051428081957,0.9533088035724946,1.2791134664221215,0.9331209473132918,232.349609375,2021,5,May,2,Monday,22,Uptrend,Overbought,Bullish
2021-06-01,15574.849609375,15660.75,15528.2998046875,15629.650390625,409600,15030.5599609375,14788.0049609375,13472.794228515624,15118.243254488898,14881.467488232322,15030.5599609375,317.4665915187403,15665.493143974982,14395.626777900019,1269.8663660749626,74.29864460989933,212.8421891900034,151.0878631642306,61.7543260257728,-0.05101904286871628,1.278460874974348,0.9344702147030156,132.4501953125,2021,6,June,2,Tuesday,22,Uptrend,Overbought,Bullish
2021-06-02,15576.2001953125,15597.4501953125,15459.849609375,15520.349609375,428600,15084.544970703126,14805.10296875,13494.062729492187,15161.858201234003,14908.711908117819,15084.544970703126,313.6484199817864,15711.841810666698,14457.248130739554,1254.593679927144,82.89581219859026,222.2313794852289,165.3165664284303,56.91481305679861,0.00867158252806366,1.2785717377642105,0.8575660580830582,137.6005859375,2021,6,June,2,Wednesday,22,Uptrend,Overbought,Bullish
2021-06-03,15690.349609375,15705.099609375,15611.0,15655.5498046875,410200,15138.169970703126,14827.75296875,13515.972475585937,15212.19071629505,14939.36436699065,15138.169970703126,321.2486480197245,15780.667266742576,14495.672674663676,1284.9945920788996,85.3408238015285,236.16096753934653,179.48544665061354,56.67552088873299,0.7328450625387672,1.2879416876154317,0.8505780101036774,94.099609375,2021,6,June,2,Thursday,22,Uptrend,Overbought,Bullish
2021-06-04,15670.25,15733.599609375,15622.349609375,15712.5,414200,15185.44248046875,14846.27796875,13537.821474609374,15255.815409981236,14968.026548677291,15185.44248046875,326.7345327607614,15838.911545990273,14531.973414947226,1306.9381310430472,80.94095645463707,242.7797817337214,192.1443136672351,50.63546806648628,-0.1281017305247989,1.286291812025446,0.8498290688929452,111.25,2021,6,June,2,Friday,22,Uptrend,Overbought,Bullish
2021-06-07,15751.650390625,15773.4501953125,15678.099609375,15725.099609375,394000,15231.86748046875,14866.58296875,13560.687724609375,15303.037789090165,14998.75689542034,15231.86748046875,338.3072311041378,15908.481942677026,14555.253018260475,1353.2289244165513,79.15292327293318,251.69221966539772,204.05389486686767,47.63832479853005,0.519458149199914,1.2929735596655034,0.8393192034064297,95.3505859375,2021,6,June,2,Monday,23,Uptrend,Overbought,Bullish
2021-06-08,15740.099609375,15778.7998046875,15680.0,15773.900390625,378200,15271.75498046875,14885.0899609375,13583.152724609376,15344.662724355387,15027.82915871268,15271.75498046875,349.22793911973605,15970.210858708222,14573.299102229277,1396.9117564789449,84.21931601659875,254.88518170969655,214.22015223543346,40.66502947426309,-0.07333060957773752,1.2920254142725218,0.8319767162576578,98.7998046875,2021,6,June,2,Tuesday,23,Uptrend,Overbought,Bullish
2021-06-09,15635.349609375,15800.4501953125,15566.900390625,15766.2998046875,457900,15310.9849609375,14906.8089453125,13604.402724609376,15372.34718959535,15051.653490111203,15310.9849609375,343.46676457716086,15997.91849009182,14624.051431783178,1373.8670583086423,85.82019180129562,246.12599035739913,220.60131985982662,25.524670497572515,-0.6654976944212576,1.2834270149292015,0.8322005395961694,233.5498046875,2021,6,June,2,Wednesday,23,Uptrend,Overbought,Bullish
2021-06-10,15737.75,15751.25,15648.5,15692.099609375,298300,15363.0474609375,14935.0659375,13626.04947265625,15407.147457252937,15078.559235597038,15363.0474609375,323.7726218258418,16010.592704589184,14715.502217285815,1295.0904873033687,83.04055054102956,244.62721358870476,225.40649860560228,19.220714983102482,0.6549286916079033,1.2918325466858198,0.8042072261626032,102.75,2021,6,June,2,Thursday,23,Uptrend,Overbought,Bullish
2021-06-11,15799.349609375,15835.5498046875,15749.7998046875,15796.4501953125,363000,15419.124951171874,14960.90693359375,13648.485219726563,15444.500043169322,15106.825524764801,15419.124951171874,294.65832294647424,16008.441597064822,14829.808305278926,1178.6332917858963,83.7872195270692,245.5791127247594,229.4410214294337,16.138091295325694,0.3914130633349666,1.2968889480299608,0.80501841575779,85.75,2021,6,June,2,Friday,23,Uptrend,Overbought,Bullish
2021-06-14,15811.849609375,15823.0498046875,15606.5,15791.400390625,392900,15463.559912109375,14980.24193359375,13670.686469726563,15479.485716141293,15134.47352808285,15463.559912109375,282.6937710604979,16028.94745423037,14898.172369988379,1130.7750842419919,83.81902352571561,244.523431276084,232.45750339876378,12.065927877320235,0.07911718082738162,1.297915010004104,0.7146154724800229,216.5498046875,2021,6,June,2,Monday,24,Uptrend,Overbought,Bullish
2021-06-15,15869.25,15901.599609375,15842.400390625,15866.9501953125,323300,15501.617431640625,15003.8129296875,13692.70046875,15516.606124127837,15163.288291687444,15501.617431640625,283.55492556831115,16068.727282777247,14934.507580504003,1134.2197022732435,83.14647736692142,245.48868715645403,235.06374015030184,10.424947006152195,0.3630213545097627,1.3026267186538063,0.7133717292106388,59.19921875,2021,6,June,2,Tuesday,24,Uptrend,Overbought,Bullish
2021-06-16,15767.5498046875,15880.849609375,15742.599609375,15847.5,340200,15538.48740234375,15021.81693359375,13714.176967773437,15540.505522276377,15186.984821609016,15538.48740234375,266.4499046373974,16071.387211618545,15005.587593068954,1065.7996185495904,73.30762507614483,235.33451379385042,235.11789487901157,0.21661891483884688,-0.6408632752808119,1.2942786623999585,0.6977163804745268,138.25,2021,6,June,2,Wednesday,24,Uptrend,Overbought,Bullish
2021-06-17,15691.400390625,15769.349609375,15616.75,15648.2998046875,357600,15577.754931640626,15042.8889453125,13734.885971679687,15554.876462119104,15206.765824315526,15577.754931640626,222.60204896424918,16022.959029569123,15132.550833712128,890.408195856995,64.20595950763436,218.6224929287764,231.81881448896456,-13.196321560188153,-0.48295020472909345,1.288027940950133,0.703163516606577,152.599609375,2021,6,June,2,Thursday,24,Uptrend,Neutral,Bearish
2021-06-18,15683.349609375,15761.5,15450.900390625,15756.5,640800,15603.157421875,15062.8859375,13755.506469726562,15567.111999952998,15225.455384513938,15603.157421875,202.32284628018317,16007.803114435366,15198.511729314632,809.291385120734,56.60597677196828,202.3953773031044,225.93412705179256,-23.53874974868816,-0.0513069646403852,1.2873670929099115,0.6987602180362735,310.599609375,2021,6,June,2,Friday,24,Uptrend,Neutral,Bearish
2021-06-21,15746.5,15765.150390625,15505.650390625,15525.849609375,351500,15630.597412109375,15081.43494140625,13776.000971679687,15584.196571386046,15245.888506689862,15630.597412109375,180.47431939517685,15991.54605089973,15269.64877331902,721.8972775807088,60.51454700768805,192.4129631470587,219.22989427084582,-26.81693112378713,0.40265882096546246,1.2925507900677198,0.6944675078030833,259.5,2021,6,June,2,Monday,25,Uptrend,Neutral,Bearish
2021-06-22,15772.75,15895.75,15752.099609375,15840.5,322200,15658.81240234375,15099.4139453125,13797.927221679687,15602.15404077785,15266.549741721632,15658.81240234375,153.0266559817242,15964.8657143072,15352.759090380301,612.1066239268985,61.6833790180173,184.49326016842315,212.2825674503613,-27.789307281938164,0.16670371193598932,1.2947055202134206,0.6851600083444135,143.650390625,2021,6,June,2,Tuesday,25,Uptrend,Neutral,Bearish
2021-06-23,15686.9501953125,15862.9501953125,15673.9501953125,15862.7998046875,287500,15678.08740234375,15116.45595703125,13819.01072265625,15610.229865019246,15283.036034019315,15678.08740234375,127.85260165661495,15933.79260565698,15422.38219903052,511.410406626459,49.790882953326225,169.34144851301426,203.69434366289192,-34.35289514987767,-0.5439749231269109,1.2876626468551198,0.6825057631584163,189.0,2021,6,June,2,Wednesday,25,Uptrend,Neutral,Bearish
2021-06-24,15790.4501953125,15821.400390625,15702.7001953125,15737.2998046875,316700,15700.717431640625,15146.04896484375,13840.287973632812,15627.393705999555,15302.934628579833,15700.717431640625,101.87731120190853,15904.472054044443,15496.962809236808,407.5092448076357,56.70608721046168,163.79696418455387,195.71486776722435,-31.917903582670476,0.6597840798329813,1.2961584400010258,0.6470220889765095,118.7001953125,2021,6,June,2,Thursday,25,Uptrend,Neutral,Bearish
2021-06-25,15860.349609375,15870.7998046875,15772.2998046875,15839.349609375,314600,15721.952392578125,15173.1599609375,13861.952470703125,15649.579982511503,15324.794039591408,15721.952392578125,86.87685441624781,15895.70610141062,15548.19868374563,347.5074176649905,56.143273130272185,163.16238454548147,189.20437112287578,-26.04198657739431,0.44266891189239654,1.3018961304637797,0.6441788154783418,98.5,2021,6,June,2,Friday,25,Uptrend,Neutral,Bearish
2021-06-28,15814.7001953125,15915.650390625,15792.150390625,15915.349609375,255100,15733.547412109376,15197.8249609375,13884.356723632813,15665.305717063979,15344.00604569812,15733.547412109376,82.702380627853,15898.952173365082,15568.14265085367,330.80952251141207,54.05967576162432,157.1642576717586,182.79634843265237,-25.63209076089376,-0.28782098242977616,1.2981490002308635,0.5935291789541458,123.5,2021,6,June,2,Monday,26,Uptrend,Neutral,Bearish
2021-06-29,15748.4501953125,15835.900390625,15724.0498046875,15807.5,360300,15742.22744140625,15220.43697265625,13906.323725585937,15673.224238801933,15359.866600584957,15742.22744140625,73.8006681082865,15889.828777622823,15594.626105189678,295.20267243314447,56.423981087764176,145.38892456360736,175.3148636588434,-29.925939095236032,-0.41891404314852165,1.2927108717679043,0.5696827013917587,111.8505859375,2021,6,June,2,Tuesday,26,Uptrend,Neutral,Bearish
2021-06-30,15721.5,15839.099609375,15708.75,15776.900390625,262400,15749.492431640625,15247.67796875,13928.344477539062,15677.821930344606,15374.048302522802,15749.492431640625,62.95077959093503,15875.393990822495,15623.590872458755,251.8031183637395,48.9904946333627,132.35650925949085,166.7231927789729,-34.36668351948205,-0.17112919035373597,1.290498666119433,0.5593768005360684,130.349609375,2021,6,June,2,Wednesday,26,Uptrend,Neutral,Bearish
2021-07-01,15680.0,15755.5498046875,15667.0498046875,15755.0498046875,224900,15748.974951171875,15275.3499609375,13950.354477539062,15678.029365549883,15386.046408306222,15748.974951171875,63.50266520726597,15875.980281586406,15621.969620757343,254.01066082906254,42.395692298502716,117.32704987011675,156.84396419720167,-39.51691432708492,-0.2639697229908089,1.2870921403652775,0.5343822124515522,88.5,2021,7,July,3,Thursday,26,Uptrend,Neutral,Bearish
2021-07-02,15722.2001953125,15738.349609375,15635.9501953125,15705.849609375,254800,15751.5724609375,15301.67095703125,13971.719228515625,15682.23611124156,15399.22890975745,15751.5724609375,61.13122630209478,15873.834913541688,15629.31000833331,244.5249052083782,44.496323128260656,107.5811693492924,146.99140522761982,-39.41023587832743,0.2691338986766656,1.2905561416222036,0.4369038627829266,102.3994140625,2021,7,July,3,Friday,26,Uptrend,Neutral,Bearish
2021-07-05,15834.349609375,15845.9501953125,15762.0498046875,15793.400390625,207000,15755.707421875,15331.53095703125,13993.568725585938,15696.723111063793,15416.292466605199,15755.707421875,63.872241704199915,15883.4519052834,15627.9629384666,255.4889668167998,47.99238253600881,107.66590374566294,139.12630493122845,-31.4604011855655,0.7133188273225066,1.2997619215575615,0.4501871452609895,83.900390625,2021,7,July,3,Monday,27,Uptrend,Neutral,Bearish
2021-07-06,15818.25,15914.2001953125,15801.0,15813.75,391400,15759.61494140625,15358.19595703125,14015.4597265625,15708.297100486288,15432.055507130484,15759.61494140625,65.24294599330426,15890.100833392858,15629.12904941964,260.9717839732184,53.23508701964718,105.22102990383792,132.34524992575035,-27.124220021912436,-0.10167521731027085,1.2984403857993017,0.45216976040119006,113.2001953125,2021,7,July,3,Tuesday,27,Uptrend,Neutral,Bearish
2021-07-07,15879.650390625,15893.5498046875,15779.7001953125,15819.599609375,329300,15771.82998046875,15382.72796875,14037.248979492188,15724.61646145188,15449.608247659682,15771.82998046875,63.60184157138518,15899.03366361152,15644.62629732598,254.40736628554077,62.242316163302014,107.0044672582062,127.27709339224153,-20.27262613403532,0.3881617158977724,1.3034804342807298,0.4457985200243583,113.849609375,2021,7,July,3,Wednesday,27,Uptrend,Neutral,Bearish
2021-07-08,15727.900390625,15885.75,15682.900390625,15855.400390625,307900,15771.3375,15399.99498046875,14057.865732421875,15724.929216611225,15460.52166503087,15771.3375,63.916970742480814,15899.171441484961,15643.503558515038,255.66788296992308,52.44100807961903,95.07691000298655,120.83705671439054,-25.76014671140399,-0.95562557277451,1.2910240419146308,0.48672367167096564,202.849609375,2021,7,July,3,Thursday,27,Uptrend,Neutral,Bearish
2021-07-09,15689.7998046875,15730.849609375,15632.75,15688.25,243200,15765.860009765625,15415.89296875,14078.734233398438,15721.583558332775,15469.512964625248,15765.860009765625,66.04857197105302,15897.957153707732,15633.762865823519,264.1942878842128,46.80561928435221,81.6090972068414,112.99146481288072,-31.382367606039324,-0.24224839292732447,1.2878965569207872,0.4787113390918739,98.099609375,2021,7,July,3,Friday,27,Uptrend,Neutral,Bearish
2021-07-12,15692.599609375,15789.2001953125,15644.75,15766.7998046875,216300,15759.897509765626,15437.12296875,14099.67248046875,15718.823182241558,15478.261460497788,15759.897509765626,67.05334804508729,15894.004205855801,15625.79081367545,268.21339218035064,45.36192932528317,70.35072006576593,104.46331586345777,-34.11259579769184,0.017844744498685117,1.288126378770777,0.44767866770196924,144.4501953125,2021,7,July,3,Monday,28,Uptrend,Neutral,Bearish
2021-07-13,15812.349609375,15820.7998046875,15744.599609375,15794.0,246700,15757.052490234375,15460.686953125,14122.481479492188,15727.730461016172,15491.362956532188,15757.052490234375,63.269786215508056,15883.592062665391,15630.512917803359,253.079144862033,56.98215759647915,70.28104315961536,97.6268613226893,-27.34581816307393,0.7630985495128417,1.2979560524830691,0.46720009620912656,76.2001953125,2021,7,July,3,Tuesday,28,Uptrend,Neutral,Bearish
2021-07-14,15853.9501953125,15877.349609375,15764.2001953125,15808.7001953125,0,15761.372509765624,15487.83595703125,14145.982978515625,15739.751388092012,15505.582063935339,15761.372509765624,66.87142862909919,15895.115367023822,15627.629652507427,267.4857145163951,53.79739443051931,72.74409468217891,92.65030799458722,-19.906213312408312,0.26308921169333477,1.3013708348296726,0.4687022787310466,113.1494140625,2021,7,July,3,Wednesday,28,Uptrend,Neutral,Bearish
2021-07-15,15924.2001953125,15952.349609375,15855.0,15872.150390625,284900,15773.0125,15513.96296875,14169.944731445312,15757.317941160629,15521.998461244246,15773.0125,73.93843158560064,15920.889363171202,15625.1356368288,295.75372634240193,53.81675958086454,79.44883197555828,90.01001279078145,-10.561180815223167,0.4431072328003882,1.3071373031243576,0.45720372820274974,97.349609375,2021,7,July,3,Thursday,28,Uptrend,Neutral,Bearish
2021-07-16,15923.400390625,15962.25,15882.599609375,15958.349609375,276300,15785.0150390625,15537.93498046875,14195.533984375,15773.135317300092,15537.739713376825,15785.0150390625,77.99015000353417,15940.995339069568,15629.034739055433,311.9606000141357,56.86584858851294,83.73262940156383,88.75453611293793,-5.0219067113741005,-0.0050225736783704455,1.3070716511902307,0.45609820710140647,79.650390625,2021,7,July,3,Friday,28,Uptrend,Neutral,Bearish
2021-07-19,15752.400390625,15836.900390625,15707.5,15754.5,242100,15785.31005859375,15556.51998046875,14219.044736328126,15771.160562378655,15546.157779151263,15785.31005859375,77.84781806837888,15941.005694730507,15629.614422456993,311.3912722735149,50.22034878843576,72.49363730625191,85.50235635160072,-13.008719045348812,-1.0738912280361723,1.2930351233839512,0.49147924079684985,129.400390625,2021,7,July,3,Monday,29,Uptrend,Neutral,Bearish
2021-07-20,15632.099609375,15728.4501953125,15578.5498046875,15703.9501953125,274300,15778.2775390625,15570.31498046875,14241.067485351563,15757.916662092592,15549.528047003176,15778.2775390625,85.06094806880836,15948.399435200115,15608.155642924883,340.2437922752324,45.48346545575823,53.26537733349869,79.05496054798033,-25.789583214481638,-0.76369809214345,1.2831602388159233,0.510875080790384,149.900390625,2021,7,July,3,Tuesday,29,Uptrend,Neutral,Bearish
2021-07-22,15824.0498046875,15834.7998046875,15726.400390625,15736.599609375,265300,15785.13251953125,15589.7809765625,14264.075732421876,15764.21505662544,15560.29360612805,15785.13251953125,82.80812770953082,15950.74877495031,15619.516264112188,331.23251083812283,56.31713511175445,52.90575473210083,73.82511938480442,-20.919364652703592,1.2279233123449584,1.2989164625230853,0.5444494309986045,108.3994140625,2021,7,July,3,Thursday,29,Uptrend,Neutral,Bearish
2021-07-23,15856.0498046875,15899.7998046875,15768.400390625,15856.7998046875,294100,15788.4125,15612.97197265625,14287.118232421875,15772.96122310754,15571.8918884245,15788.4125,84.31530812532831,15957.043116250657,15619.781883749343,337.2612325013142,55.922805016118296,54.573791101578536,69.97485372815925,-15.40106262658071,0.2022238326785386,1.301543181176892,0.5330126611535381,131.3994140625,2021,7,July,3,Friday,29,Uptrend,Neutral,Bearish
2021-07-26,15824.4501953125,15893.349609375,15797.0,15849.2998046875,267100,15786.617529296875,15635.90498046875,14309.155732421876,15777.864934746107,15581.796135753442,15786.617529296875,83.07627499783949,15952.770079292553,15620.464979301196,332.30509999135757,49.52833041903541,52.73796709787712,66.52747640210282,-13.789509304225703,-0.19929055322251976,1.2989493285706946,0.529963281984577,96.349609375,2021,7,July,3,Monday,30,Uptrend,Neutral,Bearish
