Date,Close,High,Low,Open,Volume,Daily_Return,Daily_Range,Cumulative_Return,SMA_20,SMA_50
2021-10-19,18418.75,18604.44921875,18377.69921875,18602.349609375,368200,-0.3155307734996393,226.75,1.50644284505942,17871.45498046875,17294.04798828125
2021-10-20,18266.599609375,18458.30078125,18209.349609375,18439.900390625,371300,-0.8260625212080042,248.951171875,1.4939986853129645,17906.6849609375,17334.6159765625
2021-10-21,18178.099609375,18384.19921875,18048.0,18382.69921875,365900,-0.4844908296702255,336.19921875,1.4867603986872295,17938.257421875,17373.01296875
2021-10-22,18114.900390625,18314.25,18034.349609375,18230.69921875,324700,-0.3476668084567369,279.900390625,1.481591426259715,17952.85498046875,17409.708984375
2021-10-25,18125.400390625,18241.400390625,17968.5,18229.5,418700,0.0579633328010587,272.900390625,1.4824502060288698,17966.4650390625,17446.5719921875
2021-10-26,18268.400390625,18310.44921875,18099.30078125,18154.5,341400,0.7889480889700096,211.1484375,1.4941459685992666,17987.130078125,17484.6519921875
2021-10-27,18210.94921875,18342.05078125,18167.900390625,18295.849609375,335200,-0.31448386638428527,174.150390625,1.4894471205877908,18010.24755859375,17518.288984375
2021-10-28,17857.25,18190.69921875,17799.44921875,18187.650390625,374200,-1.94223384240636,391.25,1.4605185745469877,18017.54501953125,17544.17296875
2021-10-29,17671.650390625,17915.849609375,17613.099609375,17833.05078125,336500,-1.0393515763905459,302.75,1.4453386517189568,18020.22001953125,17565.313984375
2021-11-01,17929.650390625,17954.099609375,17697.099609375,17783.150390625,281200,1.459965505750782,257.0,1.466440097475337,18040.1,17592.53
2021-11-02,17888.94921875,18012.25,17847.599609375,17970.900390625,296400,-0.22700482713416958,164.650390625,1.4631112076670372,18049.9849609375,17621.298984375
2021-11-03,17829.19921875,17988.75,17757.94921875,17947.94921875,331000,-0.33400508475575075,230.80078125,1.458224341837798,18050.3298828125,17647.953984375
2021-11-04,17916.80078125,17947.55078125,17900.599609375,17935.05078125,48500,0.4913376165984751,46.951171875,1.4653891465636426,18063.869921875,17673.7980078125
2021-11-08,18068.55078125,18087.80078125,17836.099609375,18040.19921875,338900,0.8469704042186388,251.701171875,1.4778005589416687,18077.77998046875,17702.476015625
2021-11-09,18044.25,18112.599609375,17983.05078125,18084.349609375,270200,-0.1344921435271762,129.548828125,1.4758130332928916,18085.23251953125,17730.6230078125
